date,time,interval,GS_id,id,fixture_name,continent,country,league_id,league,state,issue_origin,issue_severity,description,venue_id,venue_name
5/14/2022,7:30:00 PM,18:00 - 19:59,33428:49442355,49442355,Fonte do Bastardo v Academica de Espinho,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129701,Complexo Desportivo Vitorino Nemésio
5/11/2022,6:00:00 PM,18:00 - 19:59,33428:48483120,48483120,AS Cannes v Nantes Rezé,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57629,Palais des Victoires
5/11/2022,6:00:00 PM,18:00 - 19:59,33428:48483105,48483105,Cambrai Volley v Spacer's Toulouse Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57616,Salle Jean-Marie Vanpoulle
5/11/2022,6:00:00 PM,18:00 - 19:59,33428:49169880,49169880,Montpellier UC v Tours VB,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
5/11/2022,6:00:00 PM,18:00 - 19:59,33428:48483135,48483135,Plessis-Robinson Volley-Ball v Stade Poitevin Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,128674,Espace Omnisports
5/10/2022,6:00:00 PM,18:00 - 19:59,33428:49442340,49442340,Academica de Espinho v Fonte do Bastardo,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,141622,Pavilhao. Arq. Geronimo Reis
5/8/2022,2:00:00 PM,14:00 - 15:59,33428:49184010,49184010,AJM / FC Porto Women v Leixoes SC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130559,Centro Social Luso Venezolano
5/8/2022,3:00:00 PM,14:00 - 15:59,33428:49003350,49003350,Foyer Laïque Saint-Quentin v Saint-Nazaire Volley-Ball Atlantique,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,0,Tv match
5/8/2022,4:00:00 PM,16:00 - 17:59,33428:48845205,48845205,Aurispa Alessano v Videx Grottazzolina,Europe,Italy,39082,Italy Serie A3,Aborted,No issue related,No issue related,No issue related,127920,Palazzetto dello Sport Tricase
5/8/2022,4:00:00 PM,16:00 - 17:59,33428:48845235,48845235,Leo Shoes Casarano v Tinet Prata di Pordenone,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Critical,"<p>At the end of 3rd SET, which finished 17-25, sets score changed to 1-2 on the scoreboard, but 17-25 stayed frozen till the end of games.</p>",141830,Palasport - Cutrofiano Cutrofiano
5/8/2022,4:00:00 PM,16:00 - 17:59,33428:49060020,49060020,Pineto Volley v Normanna Aversa Academy,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Critical,<p>Scoreboard stuck during 3rd SET at a score 2-0 (16-11) and never recovered before the end of the game.</p>,138645,PalaVolley S.Maria
5/8/2022,7:00:00 PM,18:00 - 19:59,33428:48845220,48845220,Montalbano Arena Macerata v Sistemia LCT Aci Castello,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128323,Palasport Marpel Arena
5/7/2022,3:00:00 PM,14:00 - 15:59,33428:49309950,49309950,Vitória SC Women v Sporting SP Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,External,Critical,<p>The beginning of the match was lost due to the internet connection at the venue was really low (less than 2mb/s) so the phone was not taking the commands to stream.&nbsp;</p>,129805,Pav. Desp. Unidade Vimaranense
5/7/2022,4:00:00 PM,16:00 - 17:59,33428:48483060,48483060,AS Cannes v Cambrai Volley,Europe,France,3658,France Ligue A,VOD,External,Critical,"<p>All the stream was unstable, the phone was connected at the venue just on time before kick-off and the signal dropped several times. It was noticed that the device temperature was really high at 48C.&nbsp;</p>",57629,Palais des Victoires
5/7/2022,5:30:00 PM,16:00 - 17:59,33428:48483075,48483075,Stade Poitevin Volley-Ball v Nantes Rezé,Europe,France,3658,France Ligue A,VOD,Internal,Critical,"<p>The phone disconnected after one hour of streaming, we contacted the LM but the stream couldn’t restart.</p>",59293,Salle Frédéric Lawson-Body
5/7/2022,6:00:00 PM,18:00 - 19:59,33428:48839025,48839025,Asptt Mulhouse Women v Rocheville Le Cannet Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,0,Tv match
5/7/2022,6:00:00 PM,18:00 - 19:59,33428:48864870,48864870,Knack Roeselare v Decospan VT Menen,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129597,Sporthal Schiervelde
5/7/2022,6:00:00 PM,18:00 - 19:59,33428:48483090,48483090,Spacer's Toulouse Volley-Ball v Plessis-Robinson Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59280,Palais des sports André-Brouat
5/7/2022,6:00:00 PM,18:00 - 19:59,33428:49169865,49169865,Tours VB v Montpellier UC,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
5/7/2022,7:30:00 PM,18:00 - 19:59,33428:48564165,48564165,SL Benfica v Sporting SP,Europe,Portugal,3913,Portugal I Divisão,VOD,Internal,Minor,<p>Three short outages under 2min long during 2nd and 3rd sets. Unstable stream health afterwards.</p>,129753,Pavilhão da Luz Nº 2
5/4/2022,6:00:00 PM,18:00 - 19:59,33428:48483015,48483015,AS Cannes v Stade Poitevin Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57629,Palais des Victoires
5/4/2022,6:00:00 PM,18:00 - 19:59,33428:48864855,48864855,Decospan VT Menen v Knack Roeselare,Europe,Belgium,4276,Belgium Liga A,VOD,External,Critical,"<p>due to an android update, the match did not start on time, the match was started using Bartolomeo command, the side camera was with low quality, and the case was showing on the stream.&nbsp;</p>",129597,Sporthal Schiervelde
5/4/2022,6:00:00 PM,18:00 - 19:59,33428:48483030,48483030,Nantes Rezé v Spacer's Toulouse Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59059,Gymnase Arthur Dugast (Rezé)
5/4/2022,6:00:00 PM,18:00 - 19:59,33428:48483045,48483045,Plessis-Robinson Volley-Ball v Cambrai Volley,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,128674,Espace Omnisports
5/4/2022,6:00:00 PM,18:00 - 19:59,33428:49003335,49003335,Saint-Nazaire Volley-Ball Atlantique v Foyer Laïque Saint-Quentin,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,0,Tv match
5/3/2022,6:00:00 PM,18:00 - 19:59,33428:48839010,48839010,Rocheville Le Cannet Women v Asptt Mulhouse Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,0,Tv match
5/3/2022,7:00:00 PM,18:00 - 19:59,33428:48633810,48633810,KA Women v Afturelding Women,Europe,Iceland,31057,Iceland Mizunodeild Women,VOD,No issue related,No issue related,No issue related,128804,KA-heimilit
5/2/2022,6:00:00 PM,18:00 - 19:59,33428:49003320,49003320,Saint-Nazaire Volley-Ball Atlantique v Foyer Laïque Saint-Quentin,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,0,Tv match
5/2/2022,7:00:00 PM,18:00 - 19:59,33428:48561660,48561660,Hamar v HK,Europe,Iceland,31054,Iceland Mizunodeild KK,VOD,No issue related,No issue related,No issue related,128739,Hveragerdi
5/1/2022,11:00:00 AM,10:00 - 11:59,33428:49103160,49103160,VC Tirol Women v UVC Holding Graz Women,Europe,Austria,4204,Austria League Women,VOD,Internal,Minor,"<p>Only side camera is operative. End line camera is not turning on, and showing an internal error. Impact - only side cam was operative, during the entire match</p>",130650,Landessportheim
5/1/2022,3:00:00 PM,14:00 - 15:59,33428:45891750,45891750,hotVolleys Wien v SG Sportunion Bisamberg/Hollabrunn,Europe,Austria,9598,Austria League Promotion/Relegation,Aborted,No issue related,No issue related,No issue related,0,Tv match
5/1/2022,3:00:00 PM,14:00 - 15:59,33428:48838995,48838995,Rocheville Le Cannet Women v Asptt Mulhouse Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,0,Tv match
5/1/2022,4:00:00 PM,16:00 - 17:59,33428:49148010,49148010,Fonte do Bastardo v Esmoriz Ginásio Clube,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129701,Complexo Desportivo Vitorino Nemésio
5/1/2022,4:00:00 PM,16:00 - 17:59,33428:48840660,48840660,GIS Ottaviano v Olimpia SBV Galatina,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,141765,Pala Napolitano Marigliano
5/1/2022,4:00:00 PM,16:00 - 17:59,33428:49060005,49060005,Normanna Aversa Academy v Pineto Volley,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Critical,"<p>Wowza had an issue provisioning the match, after reviewing it with the video distribution team, was solved.</p>",128349,Palestra ITI Max Valier
5/1/2022,4:00:00 PM,16:00 - 17:59,33428:49148085,49148085,Porto Volei 2014 Women v Vitória SC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130767,Colégio Efanor
5/1/2022,4:00:00 PM,16:00 - 17:59,33428:48845175,48845175,Sistemia LCT Aci Castello v Montalbano Arena Macerata,Europe,Italy,39082,Italy Serie A3,VOD,External,Critical,"<p>The internet at the venue was really unstable, the whole stream was having a cuts on the signal.</p>",138671,PalaCatania
5/1/2022,5:00:00 PM,16:00 - 17:59,33428:48829890,48829890,Leixoes SC Women v AJM / FC Porto Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129714,Ilídio Ramos - C.Cong.
5/1/2022,5:30:00 PM,16:00 - 17:59,33428:48845160,48845160,Videx Grottazzolina v Aurispa Alessano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128440,Palasport Grottazzolina via Fonte San Pietro
4/30/2022,2:00:00 PM,14:00 - 15:59,33428:46512570,46512570,Bisamberg Women v Bruckl Women,Europe,Austria,11896,Austria League Promotion/Relegation Women,VOD,Internal,Minor,"<p>Phones were connected to a WIFI network called A1-BEFD9C; therefore, there was no communication between them and the scoreboard for the Slave phone was not working.</p>",138411,BG/BRG Korneuburg
4/30/2022,2:00:00 PM,14:00 - 15:59,33428:48840870,48840870,Sporting SP Women v Benfica Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129766,Pavilhão João Rocha
4/30/2022,4:00:00 PM,16:00 - 17:59,33428:48482970,48482970,AS Cannes v Plessis-Robinson Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57629,Palais des Victoires
4/30/2022,4:00:00 PM,16:00 - 17:59,33428:47415225,47415225,Inzing Union Women v TSV Sparkasse Hartberg Women,Europe,Austria,11896,Austria League Promotion/Relegation Women,Aborted,No issue related,No issue related,No issue related,130689,Bundesschulzentrum
4/30/2022,4:00:00 PM,16:00 - 17:59,33428:48564300,48564300,Leixoes SC v Academica de Espinho,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129714,Ilídio Ramos - C.Cong.
4/30/2022,4:00:00 PM,16:00 - 17:59,33428:48613230,48613230,Porto Volei 2014 Women v Vitória SC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130767,Colégio Efanor
4/30/2022,4:30:00 PM,16:00 - 17:59,33428:46698735,46698735,SG Sportunion Bisamberg/Hollabrunn v TSV Hartberg,Europe,Austria,9598,Austria League Promotion/Relegation,VOD,No issue related,No issue related,No issue related,138411,BG/BRG Korneuburg
4/30/2022,5:30:00 PM,16:00 - 17:59,33428:48564150,48564150,Fonte do Bastardo v Esmoriz Ginásio Clube,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129701,Complexo Desportivo Vitorino Nemésio
4/30/2022,6:00:00 PM,18:00 - 19:59,33428:48482985,48482985,Cambrai Volley v Nantes Rezé,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57616,Salle Jean-Marie Vanpoulle
4/30/2022,6:00:00 PM,18:00 - 19:59,33428:48564135,48564135,SL Benfica v Sporting SP,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
4/30/2022,6:00:00 PM,18:00 - 19:59,33428:48483000,48483000,Spacer's Toulouse Volley-Ball v Stade Poitevin Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59280,Palais des sports André-Brouat
4/30/2022,6:00:00 PM,18:00 - 19:59,33428:49000890,49000890,Tours VB v Narbonne Volley,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
4/30/2022,6:20:00 PM,18:00 - 19:59,33428:48997890,48997890,Askö Linz-Steg Women v SG Sokol/Post Women,Europe,Austria,4204,Austria League Women,Aborted,No issue related,No issue related,No issue related,#VALUE!,No venue info
4/30/2022,6:30:00 PM,18:00 - 19:59,33428:48845190,48845190,Tinet Prata di Pordenone v Leo Shoes Casarano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128388,PalaPrata Prata di Pordenone
4/29/2022,5:00:00 PM,16:00 - 17:59,33428:48490845,48490845,UVC Holding Graz Women v VC Tirol Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130741,Raiffeisen Sportpark
4/29/2022,5:15:00 PM,16:00 - 17:59,33428:48574725,48574725,UKF Nitra Women v Slavia UK Bratislava Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,Internal,Critical,<p>The first 8 minutes were lost due to the venue was not correctly assigned. There was confusion about what venue will be used.&nbsp;</p>,131209,Mestska SH Nitra
4/29/2022,5:30:00 PM,16:00 - 17:59,33428:48176385,48176385,Bruckl Women v TSV Sparkasse Hartberg Women,Europe,Austria,11896,Austria League Promotion/Relegation Women,Completed,No issue related,No issue related,No issue related,140114,NMS FRIESACH
4/29/2022,6:00:00 PM,18:00 - 19:59,33428:48865140,48865140,Knack Roeselare v Decospan VT Menen,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129597,Sporthal Schiervelde
4/29/2022,6:00:00 PM,18:00 - 19:59,33428:45891735,45891735,Raiffeisen VC Wolfurt v Hypo Tirol VT,Europe,Austria,9598,Austria League Promotion/Relegation,Aborted,No issue related,No issue related,No issue related,130689,Bundesschulzentrum
4/28/2022,4:00:00 PM,16:00 - 17:59,33428:48575415,48575415,VK Spa Brusno Women v VK Nove Mesto Nad Vahom Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,External,Critical,<p>No streaming due to previous days the POC informed that the stream will be TV production however no response was received until today. The TV prod was connected to the internet at the venue and the genius team did not have access at the moment so it was tried to stream through de device but the internet was really bad.&nbsp;</p>,137644,SH ZS Slovenska Lupca
